delta Vx Time Fyf MyfBuf Fyr MyrBuf YawR rYawBuf Beta BetaBuf
 0.000027 13.935118  5.600000  2.746094 55.208382  7.439255 -21.529739  0.000517 -0.000071 -0.000022      -nan 
 0.000016 13.933973  5.625000  2.244598 55.270386  6.631432 -21.361752  0.000461 -0.000065 -0.000024      -nan 
 0.000006 13.932817  5.650000  1.790436 55.321396  5.885735 -21.212257  0.000409 -0.000060 -0.000027      -nan 
-0.000003 13.931654  5.675000  1.392914 55.362442  5.201248 -21.079828  0.000361 -0.000056 -0.000030      -nan 
-0.000011 13.930483  5.700000  1.052521 55.394753  4.575531 -20.963045  0.000317 -0.000051 -0.000032      -nan 
-0.000018 13.929307  5.725000  0.798309 55.419594  4.005157 -20.860540  0.000278 -0.000047 -0.000035      -nan 
-0.000024 13.928127  5.750000  0.589539 55.438820  3.486732 -20.771002  0.000243 -0.000042 -0.000037      -nan 
-0.000030 13.926946  5.775000  0.387756 55.453430  3.018188 -20.693228  0.000211 -0.000038 -0.000039      -nan 
-0.000035 13.925762  5.800000  0.198944 55.463585  2.598610 -20.626087  0.000183 -0.000034 -0.000041      -nan 
-0.000039 13.924581  5.825000  0.036377 55.469559  2.226112 -20.568476  0.000157 -0.000031 -0.000042      -nan 
-0.000043 13.923400  5.850000 -0.095520 55.471931  1.897072 -20.519320  0.000135 -0.000028 -0.000044      -nan 
-0.000047 13.922222  5.875000 -0.197968 55.471382  1.606888 -20.477625  0.000114 -0.000025 -0.000045      -nan 
-0.000050 13.921048  5.900000 -0.274963 55.468559  1.351051 -20.442495  0.000096 -0.000023 -0.000047      -nan 
-0.000053 13.919879  5.925000 -0.331024 55.464020  1.125717 -20.413145  0.000080 -0.000020 -0.000048      -nan 
-0.000055 13.918715  5.950000 -0.370453 55.458214  0.927902 -20.388868  0.000066 -0.000018 -0.000049      -nan 
-0.000057 13.917559  5.975000 -0.396637 55.451515  0.755211 -20.369040  0.000054 -0.000016 -0.000050      -nan 
-0.000059 13.916410  6.000000 -0.412323 55.444214  0.605598 -20.353085  0.000044 -0.000014 -0.000051      -nan 
-0.000060 13.915271  6.025000 -0.419525 55.436539  0.477112 -20.340479  0.000035 -0.000012 -0.000052      -nan 
-0.000061 13.914141  6.050000 -0.419830 55.428680  0.367790 -20.330742  0.000027 -0.000011 -0.000053      -nan 
-0.000062 13.913022  6.075000 -0.414673 55.420784  0.275620 -20.323441  0.000020 -0.000009 -0.000053      -nan 
-0.000063 13.911915  6.100000 -0.405151 55.412979  0.198616 -20.318188  0.000015 -0.000008 -0.000054      -nan 
-0.000064 13.910820  6.125000 -0.392181 55.405373  0.134865 -20.314640  0.000010 -0.000007 -0.000055      -nan 
-0.000064 13.909739  6.150000 -0.376740 55.398026  0.082581 -20.312504  0.000006 -0.000006 -0.000055      -nan 
-0.000065 13.908673  6.175000 -0.359680 55.391006  0.040092 -20.311516  0.000003 -0.000005 -0.000055      -nan 
-0.000065 13.907622  6.200000 -0.341705 55.384346  0.005852 -20.311459  0.000000 -0.000004 -0.000056      -nan 
-0.000066 13.906587  6.225000 -0.323425 55.378059 -0.021461 -20.312149 -0.000002 -0.000004 -0.000056      -nan 
-0.000066 13.905570  6.250000 -0.305237 55.372169 -0.042915 -20.313440 -0.000003 -0.000003 -0.000056      -nan 
-0.000066 13.904569  6.275000 -0.287445 55.366669 -0.059364 -20.315184 -0.000005 -0.000003 -0.000056      -nan 
-0.000066 13.903587  6.300000 -0.270172 55.361542 -0.071526 -20.317280 -0.000006 -0.000002 -0.000057      -nan 
-0.000066 13.902623  6.325000 -0.253540 55.356796 -0.080017 -20.319609 -0.000006 -0.000002 -0.000057      -nan 
-0.000066 13.901680  6.350000 -0.237579 55.352394 -0.085373 -20.322115 -0.000007 -0.000002 -0.000057      -nan 
-0.000066 13.900756  6.375000 -0.222321 55.348335 -0.088097 -20.324743 -0.000007 -0.000001 -0.000057      -nan 
-0.000066 13.899852  6.400000 -0.207825 55.344620 -0.088631 -20.327423 -0.000007 -0.000001 -0.000057      -nan 
-0.000066 13.898970  6.425000 -0.194153 55.341209 -0.087379 -20.330101 -0.000007 -0.000001 -0.000057      -nan 
-0.000066 13.898107  6.450000 -0.181183 55.338097 -0.084717 -20.332739 -0.000007 -0.000001 -0.000057      -nan 
-0.000066 13.897266  6.475000 -0.169037 55.335274 -0.080933 -20.335308 -0.000007 -0.000001 -0.000057      -nan 
-0.000066 13.896448  6.500000 -0.157715 55.332710 -0.076317 -20.337782 -0.000007 -0.000001 -0.000057      -nan 
-0.000066 13.895652  6.525000 -0.147156 55.330383 -0.071083 -20.340143 -0.000007 -0.000001 -0.000057      -nan 
-0.000065 13.894876  6.550000 -0.137360 55.328293 -0.065422 -20.342381 -0.000007 -0.000001 -0.000057      -nan 
-0.000065 13.894125  6.575000 -0.128326 55.326416 -0.059502 -20.344482 -0.000006 -0.000001 -0.000057      -nan 
-0.000065 13.893394  6.600000 -0.119995 55.324730 -0.053459 -20.346445 -0.000006 -0.000001 -0.000057      -nan 
-0.000065 13.892687  6.625000 -0.112366 55.323227 -0.047401 -20.348267 -0.000006 -0.000001 -0.000057      -nan 
-0.000065 13.892002  6.650000 -0.105377 55.321884 -0.041420 -20.349949 -0.000006 -0.000001 -0.000057      -nan 
-0.000065 13.891338  6.675000 -0.098999 55.320709 -0.035583 -20.351492 -0.000005 -0.000001 -0.000057      -nan 
-0.000065 13.890698  6.700000 -0.093262 55.319664 -0.029961 -20.352901 -0.000005 -0.000001 -0.000057      -nan 
-0.000065 13.890081  6.725000 -0.088043 55.318748 -0.024574 -20.354181 -0.000005 -0.000001 -0.000057      -nan 
-0.000065 13.889485  6.750000 -0.083221 55.317940  0.004501 -20.355337 -0.000005 -0.000001 -0.000057      -nan 
-0.000064 13.888912  6.775000 -0.077942 55.317253  0.027267 -20.355852 -0.000005 -0.000001 -0.000057      -nan 
-0.000064 13.888361  6.800000 -0.072021 55.316681  0.030792 -20.355854 -0.000005 -0.000001 -0.000057      -nan 
-0.000064 13.887833  6.825000 -0.066071 55.316246  0.025688 -20.355772 -0.000005 -0.000001 -0.000057      -nan 
-0.000064 13.887325  6.850000 -0.060974 55.315933  0.018265 -20.355795 -0.000005 -0.000001 -0.000057      -nan 
-0.000064 13.886839  6.875000 -0.057159 55.315742  0.011635 -20.355980 -0.000005 -0.000001 -0.000057      -nan 
-0.000064 13.886374  6.900000 -0.054871 55.315620  0.006920 -20.356310 -0.000005 -0.000001 -0.000057      -nan 
-0.000063 13.885930  6.925000 -0.029938 55.315552  0.004135 -20.356743 -0.000005 -0.000001 -0.000056      -nan 
-0.000063 13.885508  6.950000 -0.015747 55.316017  0.002571 -20.357224 -0.000004 -0.000000 -0.000056      -nan 
-0.000063 13.885105  6.975000 -0.022461 55.316795  0.002518 -20.357723 -0.000004 -0.000000 -0.000056      -nan 
-0.000063 13.884724  7.000000 -0.036285 55.317429  0.004608 -20.358227 -0.000003 -0.000000 -0.000056      -nan 
-0.000063 13.884361  7.025000 -0.049469 55.317764  0.008583 -20.358694 -0.000003 -0.000000 -0.000056      -nan 
-0.000063 13.884019  7.050000 -0.058807 55.317802  0.013397 -20.359087 -0.000003 -0.000001 -0.000056      -nan 
-0.000063 13.883695  7.075000 -0.064026 55.317650  0.017883 -20.359385 -0.000003 -0.000001 -0.000056      -nan 
-0.000063 13.883390  7.100000 -0.066010 55.317383  0.021210 -20.359589 -0.000003 -0.000001 -0.000056      -nan 
-0.000063 13.883104  7.125000 -0.065918 55.317085  0.023087 -20.359718 -0.000003 -0.000001 -0.000056      -nan 
-0.000063 13.882837  7.150000 -0.064819 55.316780  0.023666 -20.359814 -0.000003 -0.000001 -0.000056      -nan 
-0.000063 13.882587  7.175000 -0.063324 55.316505  0.023354 -20.359896 -0.000003 -0.000001 -0.000056      -nan 
-0.000063 13.882354  7.200000 -0.061859 55.316261  0.007462 -20.359985 -0.000003 -0.000001 -0.000056      -nan 
-0.000063 13.882139  7.225000 -0.061249 55.316048 -0.017960 -20.360420 -0.000003 -0.000001 -0.000056      -nan 
-0.000062 13.881940  7.250000 -0.062012 55.315842 -0.021057 -20.361422 -0.000002 -0.000000 -0.000056      -nan 
-0.000062 13.881758  7.275000 -0.063538 55.315605 -0.013489 -20.362492 -0.000002 -0.000000 -0.000056      -nan 
-0.000062 13.881591  7.300000 -0.064972 55.315346 -0.002495 -20.363400 -0.000002 -0.000001 -0.000056      -nan 
-0.000062 13.881439  7.325000 -0.065674 55.315056  0.008141 -20.364077 -0.000001 -0.000001 -0.000056      -nan 
-0.000062 13.881303  7.350000 -0.065094 55.314751  0.042061 -20.364508 -0.000001 -0.000001 -0.000056      -nan 
-0.000062 13.881182  7.375000 -0.062439 55.314476  0.065498 -20.364193 -0.000002 -0.000001 -0.000056      -nan 
-0.000062 13.881074  7.400000 -0.057861 55.314262  0.068611 -20.363356 -0.000002 -0.000002 -0.000055      -nan 
-0.000062 13.880980  7.425000 -0.052429 55.314156  0.062256 -20.362444 -0.000003 -0.000002 -0.000055      -nan 
-0.000062 13.880900  7.450000 -0.047333 55.314156  0.052994 -20.361668 -0.000003 -0.000001 -0.000055      -nan 
-0.000062 13.880834  7.475000 -0.043396 55.314270  0.044167 -20.361097 -0.000003 -0.000001 -0.000055      -nan 
-0.000062 13.880778  7.500000 -0.041077 55.314468  0.037041 -20.360710 -0.000003 -0.000001 -0.000055      -nan 
-0.000062 13.880736  7.525000 -0.040344 55.314713  0.031799 -20.360485 -0.000003 -0.000001 -0.000055      -nan 
-0.000062 13.880705  7.550000 -0.040924 55.314972  0.028130 -20.360374 -0.000003 -0.000001 -0.000055      -nan 
-0.000062 13.880685  7.575000 -0.042389 55.315224  0.025627 -20.360348 -0.000003 -0.000001 -0.000055      -nan 
-0.000061 13.880676  7.600000 -0.044281 55.315445  0.023956 -20.360378 -0.000003 -0.000001 -0.000055      -nan 
-0.000061 13.880678  7.625000 -0.046265 55.315628  0.022835 -20.360447 -0.000003 -0.000001 -0.000055      -nan 
-0.000061 13.880690  7.650000 -0.048035 55.315758  0.022087 -20.360544 -0.000003 -0.000001 -0.000055      -nan 
-0.000061 13.880712  7.675000 -0.049561 55.315857  0.021622 -20.360661 -0.000003 -0.000001 -0.000054      -nan 
-0.000061 13.880742  7.700000 -0.050659 55.315910  0.021355 -20.360788 -0.000003 -0.000001 -0.000054      -nan 
-0.000061 13.880781  7.725000 -0.051453 55.315948  0.021233 -20.360926 -0.000003 -0.000001 -0.000054      -nan 
-0.000061 13.880829  7.750000 -0.051941 55.315979  0.021240 -20.361065 -0.000003 -0.000001 -0.000054      -nan 
-0.000061 13.880885  7.775000 -0.052185 55.315994  0.021347 -20.361204 -0.000002 -0.000001 -0.000054      -nan 
-0.000061 13.880950  7.800000 -0.052216 55.316002  0.021538 -20.361341 -0.000002 -0.000001 -0.000054      -nan 
-0.000061 13.881021  7.825000 -0.052155 55.316010  0.021790 -20.361475 -0.000002 -0.000001 -0.000054      -nan 
-0.000061 13.881100  7.850000 -0.051971 55.316010  0.022102 -20.361603 -0.000002 -0.000001 -0.000054      -nan 
-0.000061 13.881185  7.875000 -0.051727 55.316017  0.022453 -20.361723 -0.000002 -0.000001 -0.000054      -nan 
-0.000061 13.881275  7.900000 -0.051453 55.316040  0.022827 -20.361835 -0.000002 -0.000001 -0.000054      -nan 
-0.000061 13.881371  7.925000 -0.051147 55.316063  0.023216 -20.361938 -0.000002 -0.000001 -0.000054      -nan 
-0.000061 13.881474  7.950000 -0.050842 55.316101  0.023590 -20.362034 -0.000002 -0.000001 -0.000054      -nan 
-0.000061 13.881582  7.975000 -0.050537 55.316139  0.023964 -20.362122 -0.000002 -0.000001 -0.000054      -nan 
-0.000060 13.881695  8.000000 -0.050262 55.316177  0.024323 -20.362198 -0.000002 -0.000001 -0.000054      -nan 
