delta Vx Vy Time Fyf MyfBuf Fyr MyrBuf YawR rYawBuf Beta BetaBuf Vy VyBuf
-0.043003 13.924331 -0.076337  4.225000 -2269.794434 326.818481 -4046.323242 735.111816 -0.255289 -0.353664 -0.005478 -4985.610352 -0.076337 -0.072624 
-0.038511 13.928947 -0.072421  4.250000 -2032.561646 276.511719 -3789.410645 642.885620 -0.230322 -0.326595 -0.005366 -4224.074219 -0.072421 -0.069368 
-0.034406 13.932636 -0.084460  4.275000 -1815.935791 231.497925 -3515.358154 556.567749 -0.206270 -0.300242 -0.005383 -3496.596436 -0.084460 -0.068020 
-0.030672 13.935492 -0.113643  4.300000 -1610.492310 191.319977 -3216.061035 476.522980 -0.183571 -0.275046 -0.005493 -2805.252197 -0.113643 -0.068330 
-0.027286 13.937644 -0.080002  4.325000 -1415.573120 155.696335 -2920.317383 403.333618 -0.162420 -0.251446 -0.005661 -2151.859131 -0.080002 -0.069652 
-0.024218 13.939248 -0.057663  4.350000 -1233.787109 124.393394 -2624.306641 336.910034 -0.142928 -0.229512 -0.005861 -1538.006958 -0.057663 -0.071652 
-0.021439 13.940454 -0.041020  4.375000 -1063.329102 97.106110 -2328.967773 277.256073 -0.125223 -0.209387 -0.006061 -965.005127 -0.041020 -0.073940 
-0.018923 13.941393 -0.097736  4.400000 -902.808899 73.566948 -2049.416504 224.364166 -0.109294 -0.191187 -0.006239 -433.814911 -0.097736 -0.076063 
-0.016648 13.942175 -0.129544  4.425000 -751.773987 53.555519 -1785.001709 177.867767 -0.095070 -0.174816 -0.006372 54.988338 -0.129544 -0.077762 
-0.014594 13.942884 -0.085714  4.450000 -610.389404 36.861614 -1535.244385 137.419571 -0.082448 -0.160183 -0.006446 501.280121 -0.085714 -0.078783 
-0.012739 13.943585 -0.080470  4.475000 -477.096039 23.271656 -1305.514404 102.680954 -0.071326 -0.147207 -0.006446 905.421997 -0.080470 -0.078902 
-0.011068 13.944313 -0.094464  4.500000 -354.983765 12.610174 -1096.069092 73.194084 -0.061545 -0.135718 -0.006367 1268.261963 -0.094464 -0.077981 
-0.009564 13.945090 -0.115320  4.525000 -244.844650  4.634167 -907.895264 48.491966 -0.052977 -0.125580 -0.006209 1591.124512 -0.115320 -0.075984 
-0.008214 13.945921 -0.032691  4.550000 -147.195160 -0.916865 -741.270508 28.086323 -0.045484 -0.116650 -0.005975 1875.778564 -0.032691 -0.072938 
-0.007004 13.946798 -0.138152  4.575000 -62.317673 -4.315877 -593.616028 11.483158 -0.038946 -0.108788 -0.005674 2124.409668 -0.138152 -0.068934 
-0.005923 13.947709 -0.086869  4.600000  9.684296 -5.840930 -466.531586 -1.755194 -0.033255 -0.101891 -0.005314 2339.548340 -0.086869 -0.064068 
-0.004962 13.948634 -0.101514  4.625000 68.864075 -5.773781 -359.126282 -12.099770 -0.028296 -0.095836 -0.004908 2523.983398 -0.101514 -0.058501 
-0.004111 13.949554 -0.078264  4.650000 115.539185 -4.395590 -269.932373 -20.001455 -0.023968 -0.090509 -0.004470 2680.668213 -0.078264 -0.052417 
-0.003364 13.950446 -0.048052  4.675000 150.324631 -1.980889 -197.332886 -25.877985 -0.020182 -0.085815 -0.004014 2812.623779 -0.048052 -0.046013 
-0.002710 13.951293 -0.046152  4.700000 174.045975  1.209319 -139.501083 -30.109932 -0.016865 -0.081672 -0.003556 2922.843018 -0.046152 -0.039486 
-0.002144 13.952076 -0.061116  4.725000 187.898041  4.931892 -94.416725 -33.036224 -0.013955 -0.078010 -0.003106 3014.206787 -0.061116 -0.033022 
-0.001657 13.952783 -0.017915  4.750000 193.267883  8.969610 -60.046211 -34.949501 -0.011402 -0.074771 -0.002677 3089.407959 -0.017915 -0.026786 
-0.001242 13.953401 -0.016200  4.775000 191.695267 13.135614 -34.430687 -36.095596 -0.009166 -0.071913 -0.002277 3150.904297 -0.016200 -0.020912 
-0.000894 13.953923 -0.010481  4.800000 184.765457 17.276630 -15.733414 -36.675255 -0.007215 -0.069399 -0.001912 3200.888428 -0.010481 -0.015501 
-0.000603 13.954347 -0.032768  4.825000 174.012589 21.274080 -2.259003 -36.846817 -0.005522 -0.067199 -0.001585 3241.280273 -0.032768 -0.010622 
-0.000364 13.954668  0.008105  4.850000 160.903839 25.043058  7.355240 -36.729561 -0.004065 -0.065288 -0.001299 3273.737793  0.008105 -0.006305 
-0.000170 13.954889  0.001851  4.875000 146.615509 28.530945 14.208199 -36.411186 -0.002821 -0.063640 -0.001052 3299.677734  0.001851 -0.002552 
-0.000015 13.955011  0.051010  4.900000 132.053818 31.711046 19.182381 -35.954002 -0.001772 -0.062234 -0.000842 3320.302734  0.051010  0.000659 
 0.000106 13.955040  0.017314  4.925000 117.891144 34.576729 22.819160 -35.399933 -0.000899 -0.061050 -0.000666 3336.627686  0.017314  0.003368 
 0.000199 13.954979  0.021687  4.950000 104.561264 37.136169 25.520943 -34.778328 -0.000184 -0.060065 -0.000520 3349.505615  0.021687  0.005623 
 0.000269 13.954832 -0.004260  4.975000 92.327606 39.407166 27.468330 -34.109215  0.000391 -0.059259 -0.000400 3359.650146 -0.004260  0.007480 
 0.000318 13.954609 -0.036461  5.000000 81.289459 41.413307 28.848213 -33.408363  0.000843 -0.058610 -0.000303 3367.654785 -0.036461  0.008993 
 0.000351 13.954309 -0.012433  5.025000 71.451645 43.180412 29.738739 -32.687298  0.001190 -0.058098 -0.000226 3374.009766 -0.012433  0.010214 
 0.000371 13.953944 -0.021240  5.050000 62.754303 44.734459 30.176414 -31.956787  0.001447 -0.057704 -0.000164 3379.116943 -0.021240  0.011189 
 0.000380 13.953515 -0.015713  5.075000 55.090607 46.100105 30.212257 -31.223923  0.001629 -0.057410 -0.000115 3383.302979 -0.015713  0.011961 
 0.000380 13.953028  0.012807  5.100000 48.355057 47.299698 29.926498 -30.497644  0.001749 -0.057199 -0.000077 3386.830566  0.012807  0.012564 
 0.000373 13.952484 -0.014605  5.125000 42.436279 48.353302 29.361176 -29.784218  0.001817 -0.057058 -0.000049 3389.907959 -0.014605  0.013028 
 0.000361 13.951891 -0.022769  5.150000 37.234497 49.278572 28.565010 -29.089085  0.001844 -0.056973 -0.000027 3392.699219 -0.022769  0.013379 
 0.000346 13.951247 -0.010399  5.175000 32.668610 50.091019 27.599434 -28.416698  0.001837 -0.056935 -0.000011 3395.332031 -0.010399  0.013639 
 0.000327 13.950560 -0.004032  5.200000 28.661865 50.804359 26.513084 -27.770233  0.001804 -0.056933 -0.000001 3397.902588 -0.004032  0.013825 
 0.000307 13.949830  0.010333  5.225000 25.137802 51.430725 25.305496 -27.151838  0.001750 -0.056961  0.000007 3400.489258  0.010333  0.013953 
 0.000285 13.949059 -0.023676  5.250000 22.045837 51.980537 24.020195 -26.563755  0.001681 -0.057012  0.000011 3403.146484 -0.023676  0.014035 
 0.000262 13.948249  0.008120  5.275000 19.320511 52.463165 22.662994 -26.007307  0.001602 -0.057079  0.000013 3405.915771  0.008120  0.014082 
 0.000239 13.947403  0.002138  5.300000 16.926254 52.886528 21.294662 -25.483742  0.001515 -0.057159  0.000013 3408.828125  0.002138  0.014100 
 0.000216 13.946523  0.033301  5.325000 14.810852 53.257812 19.940117 -24.992996  0.001423 -0.057248  0.000012 3411.904541  0.033301  0.014098 
 0.000194 13.945610 -0.005187  5.350000 12.919739 53.583069 18.602768 -24.534508  0.001329 -0.057342  0.000010 3415.159912 -0.005187  0.014080 
 0.000172 13.944667 -0.003255  5.375000 11.282272 53.867165 17.287888 -24.107670  0.001234 -0.057439  0.000008 3418.603271 -0.003255  0.014052 
 0.000152 13.943695 -0.029234  5.400000  9.803345 54.115601 16.036194 -23.711748  0.001140 -0.057538  0.000005 3422.239502 -0.029234  0.014016 
 0.000132 13.942698 -0.034631  5.425000  8.513672 54.331818 14.794769 -23.345186  0.001048 -0.057636  0.000002 3426.072510 -0.034631  0.013976 
 0.000114 13.941675  0.007741  5.450000  7.360504 54.519920 13.581749 -23.007563  0.000959 -0.057733 -0.000002 3430.094727  0.007741  0.013933 
 0.000097 13.940628 -0.006315  5.475000  6.331146 54.682861 12.412086 -22.698111  0.000874 -0.057827 -0.000005 3434.305664 -0.006315  0.013890 
 0.000081 13.939561  0.012478  5.500000  5.435669 54.823318 11.295471 -22.415743  0.000793 -0.057916 -0.000009 3438.702393  0.012478  0.013846 
 0.000065 13.938475 -0.022499  5.525000  4.633759 54.944206 10.237343 -22.159149  0.000716 -0.058002 -0.000012 3443.274902 -0.022499  0.013804 
 0.000051 13.937370  0.047525  5.550000  3.899078 55.047554  9.241219 -21.926928  0.000645 -0.058082 -0.000015 3448.014160  0.047525  0.013763 
 0.000039 13.936252  0.002798  5.575000  3.272949 55.134827  8.308861 -21.717628  0.000579 -0.058157 -0.000019 3452.921143  0.002798  0.013723 
 0.000027 13.935118  0.025890  5.600000  2.746094 55.208382  7.439255 -21.529739  0.000517 -0.058228 -0.000022 3457.984375  0.025890  0.013686 
 0.000016 13.933973 -0.006017  5.625000  2.244598 55.270386  6.631432 -21.361752  0.000461 -0.058293 -0.000024 3463.195557 -0.006017  0.013651 
 0.000006 13.932817 -0.004444  5.650000  1.790436 55.321396  5.885735 -21.212257  0.000409 -0.058354 -0.000027 3468.545898 -0.004444  0.013617 
-0.000003 13.931654  0.016846  5.675000  1.392914 55.362442  5.201248 -21.079828  0.000361 -0.058410 -0.000030 3474.027588  0.016846  0.013586 
-0.000011 13.930483  0.013453  5.700000  1.052521 55.394753  4.575531 -20.963045  0.000317 -0.058461 -0.000032 3479.631592  0.013453  0.013557 
-0.000018 13.929307 -0.028504  5.725000  0.798309 55.419594  4.005157 -20.860540  0.000278 -0.058507 -0.000035 3485.351562 -0.028504  0.013530 
-0.000024 13.928127 -0.038850  5.750000  0.589539 55.438820  3.486732 -20.771002  0.000243 -0.058550 -0.000037 3491.175293 -0.038850  0.013505 
-0.000030 13.926946 -0.028001  5.775000  0.387756 55.453430  3.018188 -20.693228  0.000211 -0.058588 -0.000039 3497.095947 -0.028001  0.013483 
-0.000035 13.925762 -0.035979  5.800000  0.198944 55.463585  2.598610 -20.626087  0.000183 -0.058622 -0.000041 3503.105957 -0.035979  0.013463 
-0.000039 13.924581  0.000901  5.825000  0.036377 55.469559  2.226112 -20.568476  0.000157 -0.058653 -0.000042 3509.196533  0.000901  0.013444 
-0.000043 13.923400 -0.010899  5.850000 -0.095520 55.471931  1.897072 -20.519320  0.000135 -0.058681 -0.000044 3515.361084 -0.010899  0.013428 
-0.000047 13.922222 -0.009838  5.875000 -0.197968 55.471382  1.606888 -20.477625  0.000114 -0.058706 -0.000045 3521.591797 -0.009838  0.013412 
-0.000050 13.921048 -0.034695  5.900000 -0.274963 55.468559  1.351051 -20.442495  0.000096 -0.058729 -0.000047 3527.882812 -0.034695  0.013399 
-0.000053 13.919879  0.018831  5.925000 -0.331024 55.464020  1.125717 -20.413145  0.000080 -0.058749 -0.000048 3534.227051  0.018831  0.013387 
-0.000055 13.918715  0.010307  5.950000 -0.370453 55.458214  0.927902 -20.388868  0.000066 -0.058767 -0.000049 3540.619385  0.010307  0.013378 
-0.000057 13.917559 -0.002941  5.975000 -0.396637 55.451515  0.755211 -20.369040  0.000054 -0.058783 -0.000050 3547.054199 -0.002941  0.013370 
-0.000059 13.916410  0.024832  6.000000 -0.412323 55.444214  0.605598 -20.353085  0.000044 -0.058797 -0.000051 3553.526367  0.024832  0.013363 
-0.000060 13.915271 -0.022586  6.025000 -0.419525 55.436539  0.477112 -20.340479  0.000035 -0.058809 -0.000052 3560.031494 -0.022586  0.013358 
-0.000061 13.914141  0.009639  6.050000 -0.419830 55.428680  0.367790 -20.330742  0.000027 -0.058819 -0.000053 3566.564941  0.009639  0.013354 
-0.000062 13.913022  0.007973  6.075000 -0.414673 55.420784  0.275620 -20.323441  0.000020 -0.058829 -0.000053 3573.123291  0.007973  0.013351 
-0.000063 13.911915  0.007985  6.100000 -0.405151 55.412979  0.198616 -20.318188  0.000015 -0.058837 -0.000054 3579.702393  0.007985  0.013350 
-0.000064 13.910820 -0.019000  6.125000 -0.392181 55.405373  0.134865 -20.314640  0.000010 -0.058844 -0.000055 3586.302490 -0.019000  0.013349 
-0.000064 13.909739  0.007411  6.150000 -0.376740 55.398026  0.082581 -20.312504  0.000006 -0.058850 -0.000055 3592.915039  0.007411  0.013350 
-0.000065 13.908673 -0.013649  6.175000 -0.359680 55.391006  0.040092 -20.311516  0.000003 -0.058855 -0.000055 3599.540527 -0.013649  0.013351 
-0.000065 13.907622 -0.023199  6.200000 -0.341705 55.384346  0.005852 -20.311459  0.000000 -0.058860 -0.000056 3606.176514 -0.023199  0.013353 
-0.000066 13.906587 -0.030878  6.225000 -0.323425 55.378059 -0.021461 -20.312149 -0.000002 -0.058864 -0.000056 3612.821289 -0.030878  0.013356 
-0.000066 13.905570  0.025178  6.250000 -0.305237 55.372169 -0.042915 -20.313440 -0.000003 -0.058867 -0.000056 3619.473145  0.025178  0.013360 
-0.000066 13.904569 -0.021946  6.275000 -0.287445 55.366669 -0.059364 -20.315184 -0.000005 -0.058870 -0.000056 3626.130371 -0.021946  0.013364 
-0.000066 13.903587 -0.005113  6.300000 -0.270172 55.361542 -0.071526 -20.317280 -0.000006 -0.058872 -0.000057 3632.792236 -0.005113  0.013368 
-0.000066 13.902623 -0.031023  6.325000 -0.253540 55.356796 -0.080017 -20.319609 -0.000006 -0.058874 -0.000057 3639.456299 -0.031023  0.013373 
-0.000066 13.901680 -0.008224  6.350000 -0.237579 55.352394 -0.085373 -20.322115 -0.000007 -0.058876 -0.000057 3646.120605 -0.008224  0.013379 
-0.000066 13.900756 -0.081640  6.375000 -0.222321 55.348335 -0.088097 -20.324743 -0.000007 -0.058877 -0.000057 3652.786865 -0.081640  0.013384 
-0.000066 13.899852 -0.027983  6.400000 -0.207825 55.344620 -0.088631 -20.327423 -0.000007 -0.058878 -0.000057 3659.452393 -0.027983  0.013390 
-0.000066 13.898970 -0.036476  6.425000 -0.194153 55.341209 -0.087379 -20.330101 -0.000007 -0.058880 -0.000057 3666.116943 -0.036476  0.013396 
-0.000066 13.898107 -0.026171  6.450000 -0.181183 55.338097 -0.084717 -20.332739 -0.000007 -0.058881 -0.000057 3672.779785 -0.026171  0.013403 
-0.000066 13.897266 -0.006131  6.475000 -0.169037 55.335274 -0.080933 -20.335308 -0.000007 -0.058881 -0.000057 3679.440186 -0.006131  0.013409 
-0.000066 13.896448 -0.008935  6.500000 -0.157715 55.332710 -0.076317 -20.337782 -0.000007 -0.058882 -0.000057 3686.096924 -0.008935  0.013416 
-0.000066 13.895652  0.047841  6.525000 -0.147156 55.330383 -0.071083 -20.340143 -0.000007 -0.058883 -0.000057 3692.750000  0.047841  0.013423 
-0.000065 13.894876 -0.015099  6.550000 -0.137360 55.328293 -0.065422 -20.342381 -0.000007 -0.058883 -0.000057 3699.398926 -0.015099  0.013430 
-0.000065 13.894125 -0.007051  6.575000 -0.128326 55.326416 -0.059502 -20.344482 -0.000006 -0.058884 -0.000057 3706.043457 -0.007051  0.013437 
-0.000065 13.893394 -0.040052  6.600000 -0.119995 55.324730 -0.053459 -20.346445 -0.000006 -0.058885 -0.000057 3712.682617 -0.040052  0.013444 
-0.000065 13.892687 -0.012738  6.625000 -0.112366 55.323227 -0.047401 -20.348267 -0.000006 -0.058886 -0.000057 3719.316406 -0.012738  0.013452 
-0.000065 13.892002 -0.034265  6.650000 -0.105377 55.321884 -0.041420 -20.349949 -0.000006 -0.058886 -0.000057 3725.944336 -0.034265  0.013459 
-0.000065 13.891338 -0.000038  6.675000 -0.098999 55.320709 -0.035583 -20.351492 -0.000005 -0.058887 -0.000057 3732.566406 -0.000038  0.013467 
-0.000065 13.890698  0.020544  6.700000 -0.093262 55.319664 -0.029961 -20.352901 -0.000005 -0.058887 -0.000057 3739.182129  0.020544  0.013474 
-0.000065 13.890081  0.009317  6.725000 -0.088043 55.318748 -0.024574 -20.354181 -0.000005 -0.058887 -0.000057 3745.791504  0.009317  0.013482 
-0.000065 13.889485 -0.018320  6.750000 -0.083221 55.317940  0.004501 -20.355337 -0.000005 -0.058888 -0.000057 3752.395996 -0.018320  0.013489 
-0.000064 13.888912 -0.041580  6.775000 -0.077942 55.317253  0.027267 -20.355852 -0.000005 -0.058889 -0.000057 3758.996826 -0.041580  0.013498 
-0.000064 13.888361  0.035730  6.800000 -0.072021 55.316681  0.030792 -20.355854 -0.000005 -0.058890 -0.000057 3765.586182  0.035730  0.013506 
-0.000064 13.887833  0.050491  6.825000 -0.066071 55.316246  0.025688 -20.355772 -0.000005 -0.058891 -0.000057 3772.167480  0.050491  0.013515 
-0.000064 13.887325  0.002226  6.850000 -0.060974 55.315933  0.018265 -20.355795 -0.000005 -0.058892 -0.000057 3778.741211  0.002226  0.013524 
-0.000064 13.886839 -0.025548  6.875000 -0.057159 55.315742  0.011635 -20.355980 -0.000005 -0.058893 -0.000057 3785.307129 -0.025548  0.013532 
-0.000064 13.886374  0.029176  6.900000 -0.054871 55.315620  0.006920 -20.356310 -0.000005 -0.058894 -0.000057 3791.865479  0.029176  0.013541 
-0.000063 13.885930 -0.015609  6.925000 -0.029938 55.315552  0.004135 -20.356743 -0.000005 -0.058895 -0.000056 3798.416504 -0.015609  0.013550 
-0.000063 13.885508 -0.012534  6.950000 -0.015747 55.316017  0.002571 -20.357224 -0.000004 -0.058895 -0.000056 3804.959473 -0.012534  0.013558 
-0.000063 13.885105  0.021392  6.975000 -0.022461 55.316795  0.002518 -20.357723 -0.000004 -0.058896 -0.000056 3811.495117  0.021392  0.013567 
-0.000063 13.884724 -0.035430  7.000000 -0.036285 55.317429  0.004608 -20.358227 -0.000003 -0.058896 -0.000056 3818.023438 -0.035430  0.013576 
-0.000063 13.884361 -0.049725  7.025000 -0.049469 55.317764  0.008583 -20.358694 -0.000003 -0.058896 -0.000056 3824.543945 -0.049725  0.013584 
-0.000063 13.884019  0.009746  7.050000 -0.058807 55.317802  0.013397 -20.359087 -0.000003 -0.058897 -0.000056 3831.052734  0.009746  0.013592 
-0.000063 13.883695  0.009247  7.075000 -0.064026 55.317650  0.017883 -20.359385 -0.000003 -0.058897 -0.000056 3837.562988  0.009247  0.013600 
-0.000063 13.883390  0.001604  7.100000 -0.066010 55.317383  0.021210 -20.359589 -0.000003 -0.058898 -0.000056 3844.061279  0.001604  0.013607 
-0.000063 13.883104  0.011649  7.125000 -0.065918 55.317085  0.023087 -20.359718 -0.000003 -0.058899 -0.000056 3850.552246  0.011649  0.013615 
-0.000063 13.882837  0.026297  7.150000 -0.064819 55.316780  0.023666 -20.359814 -0.000003 -0.058900 -0.000056 3857.036133  0.026297  0.013623 
-0.000063 13.882587  0.023501  7.175000 -0.063324 55.316505  0.023354 -20.359896 -0.000003 -0.058901 -0.000056 3863.512695  0.023501  0.013631 
-0.000063 13.882354 -0.014995  7.200000 -0.061859 55.316261  0.007462 -20.359985 -0.000003 -0.058902 -0.000056 3869.982178 -0.014995  0.013639 
-0.000063 13.882139  0.019488  7.225000 -0.061249 55.316048 -0.017960 -20.360420 -0.000003 -0.058903 -0.000056 3876.444336  0.019488  0.013646 
-0.000062 13.881940  0.003561  7.250000 -0.062012 55.315842 -0.021057 -20.361422 -0.000002 -0.058904 -0.000056 3882.899658  0.003561  0.013654 
-0.000062 13.881758 -0.013418  7.275000 -0.063538 55.315605 -0.013489 -20.362492 -0.000002 -0.058904 -0.000056 3889.348145 -0.013418  0.013661 
-0.000062 13.881591 -0.030622  7.300000 -0.064972 55.315346 -0.002495 -20.363400 -0.000002 -0.058905 -0.000056 3895.789551 -0.030622  0.013668 
-0.000062 13.881439  0.015411  7.325000 -0.065674 55.315056  0.008141 -20.364077 -0.000001 -0.058905 -0.000056 3902.224609  0.015411  0.013675 
-0.000062 13.881303 -0.009618  7.350000 -0.065094 55.314751  0.042061 -20.364508 -0.000001 -0.058906 -0.000056 3908.653076 -0.009618  0.013682 
-0.000062 13.881182  0.000390  7.375000 -0.062439 55.314476  0.065498 -20.364193 -0.000002 -0.058907 -0.000056 3915.074707  0.000390  0.013689 
-0.000062 13.881074 -0.020605  7.400000 -0.057861 55.314262  0.068611 -20.363356 -0.000002 -0.058909 -0.000055 3921.489502 -0.020605  0.013697 
-0.000062 13.880980 -0.039554  7.425000 -0.052429 55.314156  0.062256 -20.362444 -0.000003 -0.058910 -0.000055 3927.896973 -0.039554  0.013706 
-0.000062 13.880900  0.003525  7.450000 -0.047333 55.314156  0.052994 -20.361668 -0.000003 -0.058912 -0.000055 3934.296875  0.003525  0.013714 
-0.000062 13.880834 -0.002320  7.475000 -0.043396 55.314270  0.044167 -20.361097 -0.000003 -0.058913 -0.000055 3940.690186 -0.002320  0.013723 
-0.000062 13.880778  0.029229  7.500000 -0.041077 55.314468  0.037041 -20.360710 -0.000003 -0.058914 -0.000055 3947.075928  0.029229  0.013731 
-0.000062 13.880736  0.019291  7.525000 -0.040344 55.314713  0.031799 -20.360485 -0.000003 -0.058915 -0.000055 3953.456787  0.019291  0.013740 
-0.000062 13.880705  0.025586  7.550000 -0.040924 55.314972  0.028130 -20.360374 -0.000003 -0.058916 -0.000055 3959.832275  0.025586  0.013748 
-0.000062 13.880685 -0.019493  7.575000 -0.042389 55.315224  0.025627 -20.360348 -0.000003 -0.058916 -0.000055 3966.197998 -0.019493  0.013756 
-0.000061 13.880676 -0.024181  7.600000 -0.044281 55.315445  0.023956 -20.360378 -0.000003 -0.058917 -0.000055 3972.563477 -0.024181  0.013764 
-0.000061 13.880678 -0.032503  7.625000 -0.046265 55.315628  0.022835 -20.360447 -0.000003 -0.058918 -0.000055 3978.916992 -0.032503  0.013772 
-0.000061 13.880690  0.011700  7.650000 -0.048035 55.315758  0.022087 -20.360544 -0.000003 -0.058918 -0.000055 3985.268066  0.011700  0.013780 
-0.000061 13.880712  0.069011  7.675000 -0.049561 55.315857  0.021622 -20.360661 -0.000003 -0.058919 -0.000054 3991.607910  0.069011  0.013788 
-0.000061 13.880742  0.017445  7.700000 -0.050659 55.315910  0.021355 -20.360788 -0.000003 -0.058920 -0.000054 3997.944580  0.017445  0.013796 
-0.000061 13.880781 -0.020092  7.725000 -0.051453 55.315948  0.021233 -20.360926 -0.000003 -0.058921 -0.000054 4004.275879 -0.020092  0.013804 
-0.000061 13.880829  0.020175  7.750000 -0.051941 55.315979  0.021240 -20.361065 -0.000003 -0.058922 -0.000054 4010.601807  0.020175  0.013812 
-0.000061 13.880885 -0.028977  7.775000 -0.052185 55.315994  0.021347 -20.361204 -0.000002 -0.058922 -0.000054 4016.922607 -0.028977  0.013819 
-0.000061 13.880950 -0.036384  7.800000 -0.052216 55.316002  0.021538 -20.361341 -0.000002 -0.058923 -0.000054 4023.238525 -0.036384  0.013827 
-0.000061 13.881021  0.017195  7.825000 -0.052155 55.316010  0.021790 -20.361475 -0.000002 -0.058924 -0.000054 4029.549561  0.017195  0.013835 
-0.000061 13.881100 -0.020209  7.850000 -0.051971 55.316010  0.022102 -20.361603 -0.000002 -0.058925 -0.000054 4035.855225 -0.020209  0.013842 
-0.000061 13.881185  0.007155  7.875000 -0.051727 55.316017  0.022453 -20.361723 -0.000002 -0.058925 -0.000054 4042.156250  0.007155  0.013850 
-0.000061 13.881275  0.034435  7.900000 -0.051453 55.316040  0.022827 -20.361835 -0.000002 -0.058926 -0.000054 4048.453125  0.034435  0.013858 
-0.000061 13.881371  0.009286  7.925000 -0.051147 55.316063  0.023216 -20.361938 -0.000002 -0.058927 -0.000054 4054.745361  0.009286  0.013865 
-0.000061 13.881474  0.022507  7.950000 -0.050842 55.316101  0.023590 -20.362034 -0.000002 -0.058928 -0.000054 4061.033447  0.022507  0.013873 
-0.000061 13.881582 -0.040915  7.975000 -0.050537 55.316139  0.023964 -20.362122 -0.000002 -0.058929 -0.000054 4067.317383 -0.040915  0.013880 
-0.000060 13.881695  0.015802  8.000000 -0.050262 55.316177  0.024323 -20.362198 -0.000002 -0.058929 -0.000054 4073.596924  0.015802  0.013888 
